scopus_id,title,contains_survey_punctuation_experimental,valid_local_match_elsewhere,action
85160835072,"Defining, and understanding commitment to, activity streaks",true,false,retain independent valid evidence; otherwise review
84862646897,"A method for evaluating climate change adaptation strategies for small-scale farmers using survey, experimental and modeled data",true,false,retain independent valid evidence; otherwise review
84902008912,Energy and environmental performance optimization of a wooden window: A holistic approach,true,false,retain independent valid evidence; otherwise review
85080101156,Using online comments to explore consumer beliefs regarding organic food in German-speaking countries and the United States,true,false,retain independent valid evidence; otherwise review
84862305942,Ecophysiology of mesohyl creep in the demosponge Chondrosia reniformis (Porifera: Chondrosida),true,false,retain independent valid evidence; otherwise review
77952888957,Vitalizing effects of being outdoors and in nature,true,false,retain independent valid evidence; otherwise review
85093704150,A fluctuating sense of power is associated with reduced well-being,true,false,retain independent valid evidence; otherwise review
85177174473,"The position that awaits: Implications of expected future status for performance, helping, motivation, and well-being at work",true,false,retain independent valid evidence; otherwise review
85174534890,A study of thermal performance enhancement of building envelopes by using corncob as construction material,true,false,retain independent valid evidence; otherwise review
105045131757,Demographic and emission drivers of household air pollution in biomass using communities,true,false,retain independent valid evidence; otherwise review
85067129058,N-acetyltransferase 2 enzyme genotype-phenotype discordances in both HIV-negative and HIV-positive Nigerians,true,false,retain independent valid evidence; otherwise review
105001316305,Development of Scaling Parameter SR for Negative Stress Ratios R Based on Trend in Experimental Data for Fatigue Crack Growth Rates of Austenitic Stainless Steels for ASME Code Section XI,true,false,retain independent valid evidence; otherwise review
85070397338,"Activist Disconnect: Social Movements, Public Opinion, and U.S. Military Bases in East Asia",true,false,retain independent valid evidence; otherwise review
84880993459,Mapping the landscape of Internet Studies: Text mining of social science journal articles 2000-2009,true,false,retain independent valid evidence; otherwise review
105046170457,"Beyond co-occurrence: Homonativism, boundary-making, and the coupling of sexual liberalism and nativism",true,false,retain independent valid evidence; otherwise review
85106988343,Do concerns about COVID-19 impair sustained attention?,true,false,retain independent valid evidence; otherwise review
85150491332,To tax or to ban? A discrete choice experiment to elicit public preferences for phasing out glyphosate use in agriculture,true,false,retain independent valid evidence; otherwise review
85142689311,Attempts to Attract Eyesight in E-Commerce May Have Negative Effects,true,false,retain independent valid evidence; otherwise review
85143767481,Online Store Aesthetics Impact Efficacy of Product Recommendations and Highlighting,true,false,retain independent valid evidence; otherwise review
85073744022,A novel method of an online opinion mininge motions by comparing various mobile gadgets,true,false,retain independent valid evidence; otherwise review
105036875163,HOW EMPLOYEES WHO HAVE MADE UPWARD SOCIAL CLASS TRANSITIONS GET HEARD IN THE WORKPLACE,true,false,retain independent valid evidence; otherwise review
